instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
275,0.0,0.034912,0.033918,0.010555,0.016549,0.016316,0.016771,0.017287
276,0.0,0.034643,0.033913,0.010264,0.016546,0.016192,0.016737,0.016545
277,0.0,0.035171,0.034827,0.010642,0.016845,0.016684,0.016984,0.016992
278,0.0,0.034302,0.033639,0.010406,0.016519,0.016343,0.016581,0.016428
279,0.0,0.035612,0.034589,0.018456,0.016665,0.016492,0.016924,0.016588
280,0.0,0.035863,0.034665,0.018145,0.017013,0.016815,0.017037,0.016985
281,0.0,0.034141,0.034721,0.017564,0.01669,0.016277,0.01675,0.016454
282,0.0,0.034003,0.033898,0.01157,0.016631,0.016446,0.016645,0.01645
283,0.0,0.035428,0.034689,0.017883,0.017169,0.016606,0.016917,0.016897
284,0.0,0.033671,0.033776,0.010329,0.016737,0.016372,0.017033,0.016598
285,0.0,0.034037,0.034134,0.010437,0.016595,0.016409,0.016928,0.016531
286,0.0,0.03483,0.034575,0.010388,0.016895,0.016655,0.016861,0.016588
287,0.0,0.034127,0.033179,0.017657,0.016732,0.016438,0.016628,0.016476
288,0.0,0.033855,0.033772,0.01781,0.01684,0.01656,0.016781,0.016635
289,0.0,0.035117,0.034381,0.017756,0.016813,0.016693,0.016991,0.016634
290,0.0,0.034775,0.034301,0.017694,0.016855,0.016759,0.017021,0.016627
291,0.0,0.034739,0.033395,0.010208,0.016624,0.016817,0.016642,0.016372
292,0.0,0.035133,0.034244,0.018121,0.016906,0.016705,0.01694,0.016629
293,0.0,0.035508,0.035034,0.010704,0.01714,0.016952,0.017456,0.016925
294,0.0,0.035158,0.034343,0.017906,0.016842,0.016789,0.017003,0.01673
295,0.0,0.035009,0.035603,0.018554,0.01688,0.016885,0.017118,0.017032
296,0.0,0.035677,0.035587,0.010746,0.017279,0.017096,0.017579,0.017041
297,0.0,0.035398,0.034446,0.017504,0.016953,0.01678,0.016896,0.016611
298,0.0,0.034032,0.033529,0.017392,0.016679,0.016391,0.016834,0.016341
299,0.0,0.034654,0.03432,0.010358,0.016969,0.016919,0.017063,0.016744
300,0.0,0.034987,0.035528,0.017694,0.017231,0.017063,0.017263,0.017054
301,0.0,0.034682,0.034569,0.017891,0.016949,0.017102,0.017271,0.01668
302,0.0,0.035397,0.034819,0.010735,0.01737,0.016984,0.017083,0.016816
303,0.0,0.034962,0.033714,0.010456,0.01703,0.016716,0.016819,0.016433
304,0.0,0.035069,0.034396,0.017726,0.016937,0.017053,0.016803,0.016579
305,0.0,0.033743,0.034182,0.010213,0.016961,0.016808,0.016982,0.016422
306,0.0,0.035804,0.034942,0.010451,0.017489,0.017263,0.017401,0.016946
307,0.0,0.033787,0.033675,0.017835,0.016908,0.016788,0.016878,0.016549
308,0.0,0.034477,0.034621,0.010404,0.017051,0.016947,0.017027,0.016684
309,0.0,0.033915,0.034299,0.017557,0.016842,0.016773,0.016652,0.016441
310,0.0,0.035019,0.034106,0.010711,0.017053,0.016889,0.016733,0.016716
311,0.0,0.034824,0.033967,0.010546,0.017042,0.017098,0.017317,0.016787
312,0.0,0.034629,0.033833,0.01758,0.016768,0.016767,0.016687,0.016542
313,0.0,0.035964,0.034311,0.010327,0.01691,0.016888,0.017123,0.016643
