instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
223,1.262,0.915577,0.890966,0.420795,0.44476,0.484522,0.475099,1.4189
224,1.271,0.761,0.891263,0.278665,0.446068,0.509548,0.462744,0.936833
225,1.273,0.843068,0.889751,0.2630059999999999,0.462907,0.576715,0.464889,0.870536
226,1.725,1.350171,0.886972,1.096356,0.464508,0.538367,0.471474,1.02744
227,1.739,0.90954,0.888023,0.226922,0.456566,0.532682,0.464053,1.48809
228,1.214,0.823344,0.898774,0.171017,0.453545,0.463088,0.464758,1.63621
229,1.172,0.795643,0.898705,0.166468,0.456881,0.574098,0.465996,2.22456
230,1.193,0.772926,0.884076,0.193995,0.459577,0.504886,0.469406,1.41115
231,1.165,0.806356,0.894386,0.629694,0.572637,0.49723,0.461943,1.07685
232,1.17,0.781287,0.897501,0.263277,0.47331,0.476471,0.460522,0.753008
233,1.517,1.116564,0.890535,0.117785,0.684447,0.545949,0.469503,4.42092
234,1.206,0.874144,0.891052,0.367873,0.463418,0.580163,0.469398,3.74991
235,1.809,1.994289,0.891837,0.871851,0.479785,0.619113,0.463589,2.9292
236,2.204,1.299035,0.890732,0.155131,0.478699,0.674458,0.472419,2.34212
237,1.141,1.659805,0.894648,1.296783,0.470459,0.698049,0.484829,3.38775
238,1.198,0.922837,0.885845,0.275733,0.480664,0.811975,0.484318,0.946327
239,1.264,0.829946,0.892586,0.173605,0.480932,0.599558,0.487356,1.02769
240,1.153,0.761708,0.899498,0.347924,0.481034,0.705585,0.489517,1.07335
241,1.186,0.848863,0.882598,0.179276,0.478884,0.797597,0.484319,0.817387
242,1.205,1.337659,0.887053,0.1771829999999999,0.463535,1.6993,0.48888,2.84294
243,1.17,0.869774,0.90041,0.198345,0.473786,0.586621,0.501321,1.1381
244,1.769,1.158323,0.882412,1.014211,0.465672,0.791267,0.491212,1.59951
245,1.222,0.776309,0.889129,0.19699,0.466816,0.502704,0.492879,0.778864
246,1.428,1.010858,0.896808,0.499993,0.474268,1.52727,0.487736,5.25286
247,1.575,1.171214,0.88812,0.5721579999999999,0.516407,0.743258,0.480088,1.92212
248,1.161,0.842076,0.890623,0.7146020000000001,0.528906,0.605256,0.479084,1.51716
249,1.146,0.879689,0.890619,0.299817,0.474711,0.573467,0.478595,1.0947
250,1.128,0.737495,0.881984,2.015802,0.886017,1.16912,0.475216,1.91004
251,1.246,0.831128,0.896696,0.5679390000000001,0.474536,0.627922,0.491749,1.45701
252,1.161,0.762678,0.891116,0.3797,0.687849,0.706541,0.507477,1.59094
253,1.644,0.813506,0.890446,0.430422,0.479386,0.697117,0.500757,2.19576
254,1.339,0.864375,0.901376,0.193481,1.11706,0.665323,0.504299,2.05057
255,1.135,0.864454,0.913606,0.2114019999999999,1.60701,0.662614,0.499442,1.21955
256,1.188,0.836688,0.884239,0.378662,0.479306,0.732697,0.493684,0.806007
257,1.153,0.79924,0.884714,0.2112629999999999,0.481982,0.880346,0.514308,1.34866
258,1.181,0.79113,0.886714,0.3294169999999999,0.531337,0.691912,0.505881,1.16345
259,1.401,0.822066,0.8849,0.216916,0.482085,0.574057,0.50653,2.20847
260,1.099,0.746726,0.888307,0.132543,0.484084,0.499737,0.507859,0.982291
261,1.29,0.99509,0.888015,0.214066,0.483287,0.529766,0.490443,1.47662
262,1.279,0.919631,0.88353,0.549556,0.485865,0.54357,0.504947,1.06688
263,1.476,0.91227,0.893689,0.559803,0.486225,0.633326,0.514092,1.58357
264,1.216,0.754767,0.889523,0.263952,0.485142,0.54005,0.51836,1.08452
265,1.369,1.096585,0.897047,0.718615,0.489532,0.836142,0.505655,1.02583
266,1.351,0.758953,0.886845,0.69267,1.28608,1.61642,0.500071,2.43228
267,1.212,1.08782,0.895338,0.5600339999999999,0.49222,0.530913,0.497616,0.817621
268,1.197,0.814281,0.898265,0.244804,0.492635,1.0033,0.504263,1.77179
269,1.357,0.962639,0.890636,1.014002,0.492231,0.698518,0.496813,1.6989
270,1.21,0.834889,0.902363,0.586487,0.491386,0.718716,0.502656,1.0396
271,1.167,0.791956,0.895392,0.279001,0.496006,0.505017,0.499945,1.16429
272,1.857,1.348743,0.88708,4.366733,0.490786,1.31328,0.501325,6.40332
273,1.363,0.853648,0.898568,0.889344,0.495537,0.867988,0.511466,0.946112
274,1.389,0.845788,0.883562,0.857463,0.49854,0.936329,0.521299,1.96534
275,1.163,0.75583,0.887928,0.720035,0.499147,0.55288,0.515999,1.20665
276,1.134,0.737522,0.891783,0.479602,0.50273,0.634146,0.50805,2.07225
277,1.21,0.87565,0.897009,0.180067,0.49891,1.3589,0.527274,1.7763
278,1.289,1.426803,0.894805,2.275688,0.500742,1.5562,0.531092,2.07649
279,2.015,0.921315,0.887671,0.416867,0.500467,1.13791,0.521985,2.04521
280,1.153,0.772552,0.92709,0.419427,0.505682,0.522044,0.516781,0.877605
281,1.33,0.784844,0.896698,0.195371,0.498403,0.595186,0.530874,1.13203
282,1.635,0.880725,0.891896,0.414965,0.503911,0.747711,0.534573,1.22114
283,1.162,0.756069,0.899039,0.31789,0.53413,0.528826,0.538119,1.71026
284,1.138,0.78041,0.890331,0.279041,0.505758,0.553859,0.534459,0.824518
285,1.296,0.960447,0.892702,0.898485,0.512277,0.909715,0.526382,1.35957
286,1.373,0.977597,0.885525,0.5880730000000001,0.508199,0.555616,0.520394,1.20077
287,1.288,0.771766,0.893436,0.509617,0.508482,0.521106,0.527912,0.859059
288,2.004,2.378596,0.883101,1.137755,0.51603,1.09668,0.524847,1.7177
289,1.212,0.829372,0.894901,0.1184709999999999,0.522973,0.686575,0.541923,1.42035
290,1.346,0.979484,0.887145,1.665157,0.674478,0.804371,0.538317,1.85694
291,1.684,1.169816,0.893066,3.942582,1.65123,1.82735,0.538918,2.3773
292,1.601,0.803602,0.89041,1.107347,0.824865,0.591373,0.532362,1.81968
293,1.159,0.773317,0.894591,0.320028,0.577514,0.564296,0.522494,0.79359
294,1.718,0.816399,0.884059,0.167391,0.532756,1.28295,0.522962,1.27879
295,1.133,0.765495,0.8911,0.280672,0.522844,0.538885,0.527964,1.22066
296,1.137,0.879547,0.895705,0.213778,0.539154,0.558768,0.528842,1.12478
297,1.396,0.985301,0.892545,0.810538,0.538174,1.19113,0.52569,1.86345
298,1.17,0.836191,0.884644,0.428994,0.537195,0.61256,0.524501,1.16693
299,1.123,0.757079,0.891219,0.233132,0.578911,0.52953,0.526409,0.941628
300,1.379,0.893737,0.890584,1.010054,1.01309,0.96781,0.534598,1.26052
